UserId;FullName;BirthDate;PhoneNumber;Email;AddressDelivery;Passwords;ShopeeCoins;;;;;;
OD10106;US10961;ME10043;US10193;NULL;15/02/2026 09:34;15/02/2026 09:49;15/02/2026 10:19;59000;35000;0;0;4;Số 181 Lê Lợi, Quận 1, TP.HCM
OD10107;US10930;ME10085;US10242;NULL;22/02/2026 01:23;22/02/2026 01:38;22/02/2026 02:08;90000;20000;0;0;4;Số 161 Hai Bà Trưng, Quận 1, TP.HCM
OD10108;US10851;ME10064;US10161;NULL;17/02/2026 14:31;17/02/2026 14:46;17/02/2026 15:16;46000;15000;0;0;4;Số 27 Nguyễn Huệ, Gò Vấp, TP.HCM
OD10109;US10937;ME10082;US10188;VO10043;12/02/2026 12:04;12/02/2026 12:19;12/02/2026 12:49;20000;15000;5000;0;4;Số 42 Lê Lợi, Quận 10, TP.HCM
OD10110;US10063;ME10142;US10255;VO10027;20/02/2026 01:26;20/02/2026 01:41;20/02/2026 02:11;177000;30000;0;14000;4;Số 40 Lê Lợi, Tân Bình, TP.HCM
OD10111;US10533;ME10102;US10264;VO10001;21/02/2026 17:33;21/02/2026 17:48;21/02/2026 18:18;74000;35000;11000;0;4;Số 61 Điện Biên Phủ, Quận 1, TP.HCM
OD10112;US10934;ME10056;US10193;NULL;18/02/2026 22:41;18/02/2026 22:56;18/02/2026 23:26;110000;15000;0;0;4;Số 141 Điện Biên Phủ, Quận 3, TP.HCM
OD10113;US10997;ME10145;US10209;NULL;13/02/2026 12:48;13/02/2026 13:03;13/02/2026 13:33;180000;30000;0;0;4;Số 157 Võ Văn Kiệt, Quận 1, TP.HCM
OD10114;US10202;ME10018;US10289;NULL;13/02/2026 03:11;13/02/2026 03:26;13/02/2026 03:56;40000;15000;0;0;4;Số 194 Lê Lợi, Bình Thạnh, TP.HCM
OD10115;US10108;ME10118;US10162;NULL;16/02/2026 22:40;16/02/2026 22:55;16/02/2026 23:25;112000;20000;0;0;4;Số 114 Nguyễn Huệ, Quận 3, TP.HCM
OD10116;US10115;ME10122;US10229;VO10039;12/02/2026 19:13;12/02/2026 19:28;12/02/2026 19:58;31000;35000;6000;0;4;Số 59 Võ Văn Kiệt, Phú Nhuận, TP.HCM
OD10117;US10860;ME10090;US10276;NULL;15/02/2026 12:22;15/02/2026 12:37;15/02/2026 13:07;87000;30000;0;0;4;Số 47 Võ Văn Kiệt, Quận 3, TP.HCM
OD10118;US10223;ME10029;US10288;VO10002;21/02/2026 05:09;21/02/2026 05:24;21/02/2026 05:54;78000;30000;7000;0;4;Số 117 Nguyễn Huệ, Quận 10, TP.HCM
OD10119;US10035;ME10009;US10181;VO10025;17/02/2026 10:23;17/02/2026 10:38;17/02/2026 11:08;132000;35000;0;24000;4;Số 9 Điện Biên Phủ, Quận 5, TP.HCM
OD10120;US10410;ME10036;US10236;NULL;22/02/2026 11:25;22/02/2026 11:40;22/02/2026 12:10;201000;20000;0;0;4;Số 62 Võ Văn Kiệt, Phú Nhuận, TP.HCM
OD10121;US10883;ME10046;US10229;NULL;19/02/2026 05:24;19/02/2026 05:39;19/02/2026 06:09;69000;35000;0;0;4;Số 157 Hai Bà Trưng, Quận 5, TP.HCM
OD10122;US10522;ME10024;US10231;NULL;21/02/2026 14:48;21/02/2026 15:03;21/02/2026 15:33;94000;35000;0;0;4;Số 35 Điện Biên Phủ, Quận 10, TP.HCM
OD10123;US10030;ME10024;US10166;VO10039;13/02/2026 14:07;13/02/2026 14:22;13/02/2026 14:52;94000;15000;6000;0;4;Số 86 Hai Bà Trưng, Quận 1, TP.HCM
OD10124;US10265;ME10128;US10168;VO10046;18/02/2026 22:37;18/02/2026 22:52;18/02/2026 23:22;47000;35000;9000;0;4;Số 97 Điện Biên Phủ, Quận 5, TP.HCM
OD10125;US10957;ME10089;US10179;NULL;22/02/2026 03:16;22/02/2026 03:31;22/02/2026 04:01;141000;15000;0;0;4;Số 75 Lê Lợi, Quận 1, TP.HCM
OD10126;US10687;ME10132;US10221;VO10036;21/02/2026 14:24;21/02/2026 14:39;21/02/2026 15:09;72000;20000;8000;0;4;Số 5 Võ Văn Kiệt, Quận 10, TP.HCM
OD10127;US10006;ME10122;US10222;NULL;15/02/2026 15:25;15/02/2026 15:40;15/02/2026 16:10;40000;30000;0;0;4;Số 92 Võ Văn Kiệt, Phú Nhuận, TP.HCM
OD10128;US10251;ME10118;US10276;NULL;22/02/2026 00:23;22/02/2026 00:38;22/02/2026 01:08;48000;30000;0;0;4;Số 87 Điện Biên Phủ, Tân Bình, TP.HCM
OD10129;US10925;ME10122;US10204;VO10035;21/02/2026 08:56;21/02/2026 09:11;21/02/2026 09:41;56000;25000;0;10000;4;Số 70 Nguyễn Huệ, Quận 10, TP.HCM
OD10130;US10702;ME10056;US10167;NULL;15/02/2026 08:45;15/02/2026 09:00;15/02/2026 09:30;110000;30000;0;0;4;Số 116 Lê Lợi, Quận 3, TP.HCM
OD10131;US10482;ME10123;US10172;VO10029;19/02/2026 02:02;19/02/2026 02:17;19/02/2026 02:47;162000;25000;21000;0;4;Số 163 Điện Biên Phủ, Gò Vấp, TP.HCM
OD10132;US10812;ME10129;US10271;VO10018;14/02/2026 05:09;14/02/2026 05:24;14/02/2026 05:54;111000;25000;0;10000;4;Số 115 Võ Văn Kiệt, Quận 1, TP.HCM
OD10133;US10086;ME10065;US10242;VO10006;16/02/2026 19:54;16/02/2026 20:09;16/02/2026 20:39;156000;15000;0;10000;4;Số 68 Hai Bà Trưng, Quận 3, TP.HCM
OD10134;US10382;ME10088;US10285;NULL;13/02/2026 03:14;13/02/2026 03:29;13/02/2026 03:59;96000;25000;0;0;4;Số 20 Võ Văn Kiệt, Quận 10, TP.HCM
OD10135;US10744;ME10062;US10161;NULL;21/02/2026 06:27;21/02/2026 06:42;21/02/2026 07:12;159000;25000;0;0;4;Số 195 Lê Lợi, Quận 1, TP.HCM
OD10136;US10003;ME10108;US10213;VO10002;17/02/2026 04:43;17/02/2026 04:58;17/02/2026 05:28;124000;35000;7000;0;4;Số 48 Võ Văn Kiệt, Quận 5, TP.HCM
OD10137;US10592;ME10007;US10174;NULL;12/02/2026 22:16;12/02/2026 22:31;12/02/2026 23:01;90000;25000;0;0;4;Số 117 Võ Văn Kiệt, Phú Nhuận, TP.HCM
OD10138;US10757;ME10041;US10264;NULL;22/02/2026 01:22;22/02/2026 01:37;22/02/2026 02:07;36000;30000;0;0;4;Số 76 Hai Bà Trưng, Quận 3, TP.HCM
OD10139;US10132;ME10034;US10269;NULL;13/02/2026 18:39;13/02/2026 18:54;13/02/2026 19:24;92000;15000;0;0;4;Số 39 Lê Lợi, Gò Vấp, TP.HCM
OD10140;US10595;ME10094;US10299;NULL;15/02/2026 03:24;15/02/2026 03:39;15/02/2026 04:09;47000;15000;0;0;4;Số 46 Võ Văn Kiệt, Gò Vấp, TP.HCM
OD10141;US10159;ME10047;US10164;VO10035;17/02/2026 03:26;17/02/2026 03:41;17/02/2026 04:11;80000;35000;0;10000;4;Số 57 Điện Biên Phủ, Gò Vấp, TP.HCM
OD10142;US10630;ME10003;US10257;NULL;18/02/2026 15:15;18/02/2026 15:30;18/02/2026 16:00;58000;30000;0;0;4;Số 80 Hai Bà Trưng, Gò Vấp, TP.HCM
OD10143;US10547;ME10043;US10301;NULL;20/02/2026 08:49;20/02/2026 09:04;20/02/2026 09:34;118000;15000;0;0;4;Số 149 Hai Bà Trưng, Quận 5, TP.HCM
OD10144;US10544;ME10044;US10260;NULL;13/02/2026 08:18;13/02/2026 08:33;13/02/2026 09:03;138000;30000;0;0;4;Số 160 Điện Biên Phủ, Gò Vấp, TP.HCM
OD10145;US10563;ME10015;US10194;NULL;21/02/2026 16:15;21/02/2026 16:30;21/02/2026 17:00;102000;30000;0;0;4;Số 107 Lê Lợi, Quận 5, TP.HCM
OD10146;US10694;ME10079;US10195;NULL;14/02/2026 10:31;14/02/2026 10:46;14/02/2026 11:16;135000;35000;0;0;4;Số 11 Nguyễn Huệ, Tân Bình, TP.HCM
OD10147;US10105;ME10050;US10181;NULL;14/02/2026 14:46;14/02/2026 15:01;14/02/2026 15:31;128000;20000;0;0;4;Số 124 Nguyễn Huệ, Quận 3, TP.HCM
OD10148;US10167;ME10062;US10157;NULL;22/02/2026 04:52;22/02/2026 05:07;22/02/2026 05:37;33000;20000;0;0;4;Số 7 Nguyễn Huệ, Quận 1, TP.HCM
OD10149;US10087;ME10002;US10263;NULL;13/02/2026 19:22;13/02/2026 19:37;13/02/2026 20:07;78000;30000;0;0;4;Số 16 Nguyễn Huệ, Quận 3, TP.HCM
OD10150;US10261;ME10113;US10215;VO10030;19/02/2026 19:39;19/02/2026 19:54;19/02/2026 20:24;64000;15000;0;15000;4;Số 126 Điện Biên Phủ, Quận 1, TP.HCM
OD10151;US10054;ME10111;US10194;VO10029;15/02/2026 20:11;15/02/2026 20:26;15/02/2026 20:56;80000;35000;21000;0;4;Số 160 Lê Lợi, Phú Nhuận, TP.HCM
OD10152;US10078;ME10022;US10230;VO10033;16/02/2026 10:16;16/02/2026 10:31;16/02/2026 11:01;168000;35000;22000;0;4;Số 89 Lê Lợi, Quận 3, TP.HCM
OD10153;US10571;ME10057;US10246;VO10019;16/02/2026 14:45;16/02/2026 15:00;16/02/2026 15:30;116000;25000;13000;0;4;Số 3 Lê Lợi, Gò Vấp, TP.HCM
OD10154;US10282;ME10069;US10201;NULL;12/02/2026 18:13;12/02/2026 18:28;12/02/2026 18:58;63000;30000;0;0;4;Số 24 Lê Lợi, Phú Nhuận, TP.HCM
OD10155;US10020;ME10106;US10165;NULL;18/02/2026 06:25;18/02/2026 06:40;18/02/2026 07:10;180000;15000;0;0;4;Số 158 Nguyễn Huệ, Quận 3, TP.HCM
OD10156;US10718;ME10086;US10262;VO10029;13/02/2026 18:14;13/02/2026 18:29;13/02/2026 18:59;153000;35000;21000;0;4;Số 171 Nguyễn Huệ, Bình Thạnh, TP.HCM
OD10157;US10265;ME10087;US10250;NULL;19/02/2026 06:10;19/02/2026 06:25;19/02/2026 06:55;138000;35000;0;0;4;Số 61 Hai Bà Trưng, Phú Nhuận, TP.HCM
OD10158;US10750;ME10137;US10243;NULL;21/02/2026 17:15;21/02/2026 17:30;21/02/2026 18:00;159000;35000;0;0;4;Số 158 Lê Lợi, Phú Nhuận, TP.HCM
OD10159;US10798;ME10143;US10264;VO10035;21/02/2026 17:10;21/02/2026 17:25;21/02/2026 17:55;171000;25000;0;10000;4;Số 183 Điện Biên Phủ, Quận 5, TP.HCM
OD10160;US10477;ME10034;US10193;NULL;17/02/2026 08:06;17/02/2026 08:21;17/02/2026 08:51;111000;35000;0;0;4;Số 101 Hai Bà Trưng, Quận 10, TP.HCM
OD10161;US10865;ME10039;US10289;NULL;21/02/2026 15:31;21/02/2026 15:46;21/02/2026 16:16;54000;35000;0;0;4;Số 42 Võ Văn Kiệt, Quận 5, TP.HCM
OD10162;US10468;ME10131;US10197;VO10032;15/02/2026 23:03;15/02/2026 23:18;15/02/2026 23:48;126000;25000;0;20000;4;Số 129 Nguyễn Huệ, Quận 10, TP.HCM
OD10163;US10543;ME10082;US10243;NULL;15/02/2026 23:57;16/02/2026 00:12;16/02/2026 00:42;18000;35000;0;0;4;Số 43 Điện Biên Phủ, Quận 10, TP.HCM
OD10164;US10562;ME10002;US10219;NULL;16/02/2026 14:47;16/02/2026 15:02;16/02/2026 15:32;186000;15000;0;0;4;Số 56 Lê Lợi, Quận 1, TP.HCM
OD10165;US10825;ME10004;US10251;VO10042;20/02/2026 20:48;20/02/2026 21:03;20/02/2026 21:33;72000;35000;8000;0;4;Số 57 Lê Lợi, Tân Bình, TP.HCM
OD10166;US10082;ME10054;US10185;VO10023;20/02/2026 13:46;20/02/2026 14:01;20/02/2026 14:31;40000;15000;0;7000;4;Số 49 Hai Bà Trưng, Gò Vấp, TP.HCM
OD10167;US10647;ME10088;US10272;VO10017;22/02/2026 08:06;22/02/2026 08:21;22/02/2026 08:51;96000;20000;10000;0;4;Số 113 Nguyễn Huệ, Bình Thạnh, TP.HCM
OD10168;US10096;ME10016;US10174;VO10038;18/02/2026 10:35;18/02/2026 10:50;18/02/2026 11:20;128000;15000;0;15000;4;Số 11 Võ Văn Kiệt, Phú Nhuận, TP.HCM
OD10169;US10799;ME10129;US10185;VO10011;13/02/2026 22:48;13/02/2026 23:03;13/02/2026 23:33;162000;35000;0;17000;4;Số 165 Hai Bà Trưng, Phú Nhuận, TP.HCM
OD10170;US10578;ME10075;US10216;VO10039;18/02/2026 03:03;18/02/2026 03:18;18/02/2026 03:48;68000;35000;6000;0;4;Số 174 Nguyễn Huệ, Tân Bình, TP.HCM
OD10171;US10648;ME10034;US10189;NULL;15/02/2026 20:15;15/02/2026 20:30;15/02/2026 21:00;78000;20000;0;0;4;Số 140 Điện Biên Phủ, Quận 3, TP.HCM
OD10172;US10979;ME10147;US10303;VO10006;20/02/2026 16:25;20/02/2026 16:40;20/02/2026 17:10;69000;35000;0;10000;4;Số 12 Hai Bà Trưng, Gò Vấp, TP.HCM
OD10173;US10635;ME10111;US10177;VO10031;13/02/2026 18:12;13/02/2026 18:27;13/02/2026 18:57;99000;35000;24000;0;4;Số 195 Lê Lợi, Quận 10, TP.HCM
OD10174;US10245;ME10048;US10222;VO10038;21/02/2026 17:27;21/02/2026 17:42;21/02/2026 18:12;177000;25000;0;18000;4;Số 180 Điện Biên Phủ, Tân Bình, TP.HCM
OD10175;US10816;ME10142;US10203;NULL;18/02/2026 22:36;18/02/2026 22:51;18/02/2026 23:21;60000;25000;0;0;4;Số 169 Nguyễn Huệ, Quận 3, TP.HCM
OD10176;US10918;ME10134;US10222;VO10029;14/02/2026 04:32;14/02/2026 04:47;14/02/2026 05:17;72000;25000;21000;0;4;Số 192 Võ Văn Kiệt, Phú Nhuận, TP.HCM
OD10177;US10849;ME10013;US10285;NULL;14/02/2026 18:56;14/02/2026 19:11;14/02/2026 19:41;144000;20000;0;0;4;Số 171 Điện Biên Phủ, Quận 1, TP.HCM
OD10178;US10031;ME10003;US10297;VO10024;19/02/2026 11:07;19/02/2026 11:22;19/02/2026 11:52;82000;15000;11000;0;4;Số 104 Lê Lợi, Quận 3, TP.HCM
OD10179;US10303;ME10095;US10159;NULL;17/02/2026 13:20;17/02/2026 13:35;17/02/2026 14:05;78000;15000;0;0;4;Số 41 Võ Văn Kiệt, Phú Nhuận, TP.HCM
OD10180;US10759;ME10123;US10222;VO10049;19/02/2026 02:41;19/02/2026 02:56;19/02/2026 03:26;114000;30000;0;6000;4;Số 49 Hai Bà Trưng, Tân Bình, TP.HCM
OD10181;US10415;ME10006;US10265;VO10039;12/02/2026 22:08;12/02/2026 22:23;12/02/2026 22:53;124000;30000;6000;0;4;Số 131 Lê Lợi, Quận 5, TP.HCM
OD10182;US10233;ME10072;US10198;NULL;14/02/2026 22:49;14/02/2026 23:04;14/02/2026 23:34;162000;35000;0;0;4;Số 10 Lê Lợi, Bình Thạnh, TP.HCM
OD10183;US10661;ME10022;US10160;NULL;15/02/2026 02:02;15/02/2026 02:17;15/02/2026 02:47;87000;35000;0;0;4;Số 157 Võ Văn Kiệt, Bình Thạnh, TP.HCM
OD10184;US10926;ME10095;US10281;NULL;17/02/2026 01:42;17/02/2026 01:57;17/02/2026 02:27;72000;15000;0;0;4;Số 142 Nguyễn Huệ, Phú Nhuận, TP.HCM
OD10185;US10870;ME10052;US10171;NULL;12/02/2026 11:47;12/02/2026 12:02;12/02/2026 12:32;20000;25000;0;0;4;Số 76 Võ Văn Kiệt, Phú Nhuận, TP.HCM
OD10186;US10180;ME10118;US10236;NULL;18/02/2026 02:28;18/02/2026 02:43;18/02/2026 03:13;24000;25000;0;0;4;Số 174 Hai Bà Trưng, Quận 1, TP.HCM
OD10187;US10571;ME10120;US10276;NULL;14/02/2026 06:06;14/02/2026 06:21;14/02/2026 06:51;78000;35000;0;0;4;Số 12 Hai Bà Trưng, Quận 3, TP.HCM
OD10188;US10089;ME10017;US10300;VO10042;18/02/2026 22:38;18/02/2026 22:53;18/02/2026 23:23;29000;35000;8000;0;4;Số 36 Điện Biên Phủ, Bình Thạnh, TP.HCM
OD10189;US10758;ME10051;US10288;NULL;13/02/2026 12:21;13/02/2026 12:36;13/02/2026 13:06;122000;20000;0;0;4;Số 127 Lê Lợi, Bình Thạnh, TP.HCM
OD10190;US10066;ME10088;US10224;NULL;19/02/2026 13:44;19/02/2026 13:59;19/02/2026 14:29;147000;20000;0;0;4;Số 133 Nguyễn Huệ, Quận 1, TP.HCM
OD10191;US10314;ME10009;US10236;NULL;14/02/2026 19:43;14/02/2026 19:58;14/02/2026 20:28;23000;30000;0;0;4;Số 130 Lê Lợi, Bình Thạnh, TP.HCM
OD10192;US10728;ME10015;US10169;NULL;19/02/2026 06:06;19/02/2026 06:21;19/02/2026 06:51;20000;30000;0;0;4;Số 44 Võ Văn Kiệt, Quận 5, TP.HCM
OD10193;US10256;ME10041;US10191;VO10019;20/02/2026 14:34;20/02/2026 14:49;20/02/2026 15:19;165000;30000;13000;0;4;Số 143 Nguyễn Huệ, Quận 10, TP.HCM
OD10194;US10522;ME10038;US10250;NULL;19/02/2026 23:59;20/02/2026 00:14;20/02/2026 00:44;48000;30000;0;0;4;Số 40 Nguyễn Huệ, Tân Bình, TP.HCM
OD10195;US10720;ME10098;US10288;VO10013;21/02/2026 13:35;21/02/2026 13:50;21/02/2026 14:20;62000;35000;0;16000;4;Số 126 Điện Biên Phủ, Quận 10, TP.HCM
OD10196;US10766;ME10109;US10293;NULL;17/02/2026 06:13;17/02/2026 06:28;17/02/2026 06:58;153000;30000;0;0;4;Số 22 Võ Văn Kiệt, Bình Thạnh, TP.HCM
OD10197;US10239;ME10004;US10160;VO10012;19/02/2026 14:00;19/02/2026 14:15;19/02/2026 14:45;104000;35000;0;7000;4;Số 44 Nguyễn Huệ, Bình Thạnh, TP.HCM
OD10198;US10664;ME10142;US10268;VO10016;16/02/2026 21:59;16/02/2026 22:14;16/02/2026 22:44;59000;30000;0;7000;4;Số 134 Điện Biên Phủ, Quận 10, TP.HCM
OD10199;US10794;ME10063;US10295;VO10018;15/02/2026 08:58;15/02/2026 09:13;15/02/2026 09:43;84000;35000;0;10000;4;Số 141 Hai Bà Trưng, Quận 10, TP.HCM
OD10200;US10974;ME10002;US10161;VO10007;14/02/2026 13:41;14/02/2026 13:56;14/02/2026 14:26;43000;35000;13000;0;4;Số 55 Hai Bà Trưng, Bình Thạnh, TP.HCM
OD10201;US10305;ME10131;US10224;VO10034;14/02/2026 17:59;14/02/2026 18:14;14/02/2026 18:44;116000;15000;24000;0;4;Số 93 Hai Bà Trưng, Quận 10, TP.HCM
OD10202;US10252;ME10050;US10196;NULL;14/02/2026 21:47;14/02/2026 22:02;14/02/2026 22:32;33000;15000;0;0;4;Số 128 Hai Bà Trưng, Quận 3, TP.HCM
OD10203;US10767;ME10142;US10191;VO10043;22/02/2026 09:34;22/02/2026 09:49;22/02/2026 10:19;132000;20000;5000;0;4;Số 164 Lê Lợi, Quận 3, TP.HCM
OD10204;US10445;ME10030;US10279;NULL;18/02/2026 23:45;19/02/2026 00:00;19/02/2026 00:30;171000;25000;0;0;4;Số 134 Điện Biên Phủ, Quận 5, TP.HCM
OD10205;US10027;ME10036;US10247;VO10035;19/02/2026 13:40;19/02/2026 13:55;19/02/2026 14:25;132000;35000;0;10000;4;Số 88 Hai Bà Trưng, Quận 5, TP.HCM
OD10206;US10909;ME10104;US10298;VO10039;21/02/2026 10:19;21/02/2026 10:34;21/02/2026 11:04;90000;15000;6000;0;4;Số 13 Điện Biên Phủ, Gò Vấp, TP.HCM
OD10207;US10959;ME10118;US10193;VO10035;18/02/2026 19:46;18/02/2026 20:01;18/02/2026 20:31;56000;25000;0;10000;4;Số 11 Nguyễn Huệ, Phú Nhuận, TP.HCM
OD10208;US10351;ME10070;US10197;VO10029;20/02/2026 03:19;20/02/2026 03:34;20/02/2026 04:04;80000;15000;21000;0;4;Số 162 Điện Biên Phủ, Quận 5, TP.HCM
OD10209;US10968;ME10102;US10186;VO10039;15/02/2026 12:40;15/02/2026 12:55;15/02/2026 13:25;74000;35000;6000;0;4;Số 36 Lê Lợi, Tân Bình, TP.HCM
OD10210;US10859;ME10146;US10293;NULL;14/02/2026 00:26;14/02/2026 00:41;14/02/2026 01:11;42000;25000;0;0;4;Số 169 Lê Lợi, Quận 1, TP.HCM
OD10211;US10181;ME10099;US10195;NULL;14/02/2026 03:58;14/02/2026 04:13;14/02/2026 04:43;198000;25000;0;0;4;Số 42 Lê Lợi, Quận 10, TP.HCM
OD10212;US10832;ME10076;US10302;VO10006;15/02/2026 18:15;15/02/2026 18:30;15/02/2026 19:00;102000;25000;0;10000;4;Số 109 Điện Biên Phủ, Phú Nhuận, TP.HCM
OD10213;US10647;ME10067;US10186;VO10020;17/02/2026 09:38;17/02/2026 09:53;17/02/2026 10:23;122000;20000;0;8000;4;Số 4 Điện Biên Phủ, Quận 10, TP.HCM
OD10214;US10144;ME10057;US10264;VO10041;18/02/2026 12:28;18/02/2026 12:43;18/02/2026 13:13;63000;35000;0;14000;4;Số 18 Lê Lợi, Bình Thạnh, TP.HCM
OD10215;US10570;ME10115;US10285;NULL;13/02/2026 15:29;13/02/2026 15:44;13/02/2026 16:14;171000;25000;0;0;4;Số 141 Lê Lợi, Quận 5, TP.HCM
OD10216;US10980;ME10090;US10255;VO10008;16/02/2026 12:32;16/02/2026 12:47;16/02/2026 13:17;58000;30000;18000;0;4;Số 151 Điện Biên Phủ, Quận 10, TP.HCM
OD10217;US10796;ME10123;US10252;VO10030;16/02/2026 02:09;16/02/2026 02:24;16/02/2026 02:54;74000;25000;0;15000;4;Số 168 Lê Lợi, Bình Thạnh, TP.HCM
OD10218;US10321;ME10078;US10203;VO10007;17/02/2026 04:41;17/02/2026 04:56;17/02/2026 05:26;40000;25000;13000;0;4;Số 142 Lê Lợi, Quận 1, TP.HCM
OD10219;US10085;ME10005;US10266;VO10000;18/02/2026 13:28;18/02/2026 13:43;18/02/2026 14:13;111000;30000;10000;0;4;Số 109 Lê Lợi, Quận 5, TP.HCM
OD10220;US10573;ME10125;US10201;VO10024;14/02/2026 03:25;14/02/2026 03:40;14/02/2026 04:10;58000;30000;11000;0;4;Số 198 Nguyễn Huệ, Tân Bình, TP.HCM
OD10221;US10306;ME10122;US10213;NULL;14/02/2026 09:11;14/02/2026 09:26;14/02/2026 09:56;31000;30000;0;0;4;Số 1 Nguyễn Huệ, Bình Thạnh, TP.HCM
OD10222;US10991;ME10065;US10197;VO10036;14/02/2026 10:44;14/02/2026 10:59;14/02/2026 11:29;117000;25000;8000;0;4;Số 73 Điện Biên Phủ, Phú Nhuận, TP.HCM
OD10223;US10098;ME10047;US10192;VO10021;14/02/2026 21:02;14/02/2026 21:17;14/02/2026 21:47;60000;35000;0;8000;4;Số 110 Hai Bà Trưng, Quận 10, TP.HCM
OD10224;US10327;ME10012;US10292;NULL;21/02/2026 16:46;21/02/2026 17:01;21/02/2026 17:31;29000;15000;0;0;4;Số 187 Nguyễn Huệ, Tân Bình, TP.HCM
OD10225;US10176;ME10078;US10198;NULL;12/02/2026 18:42;12/02/2026 18:57;12/02/2026 19:27;31000;30000;0;0;4;Số 199 Nguyễn Huệ, Quận 5, TP.HCM
OD10226;US10222;ME10004;US10201;NULL;19/02/2026 16:46;19/02/2026 17:01;19/02/2026 17:31;69000;15000;0;0;4;Số 16 Võ Văn Kiệt, Bình Thạnh, TP.HCM
OD10227;US10843;ME10082;US10282;VO10004;13/02/2026 13:53;13/02/2026 14:08;13/02/2026 14:38;60000;25000;0;19000;4;Số 9 Lê Lợi, Bình Thạnh, TP.HCM
OD10228;US10370;ME10028;US10281;VO10006;18/02/2026 16:08;18/02/2026 16:23;18/02/2026 16:53;130000;15000;0;10000;4;Số 50 Lê Lợi, Tân Bình, TP.HCM
OD10229;US10455;ME10144;US10280;NULL;22/02/2026 09:10;22/02/2026 09:25;22/02/2026 09:55;26000;25000;0;0;4;Số 23 Võ Văn Kiệt, Quận 10, TP.HCM
OD10230;US10603;ME10075;US10303;NULL;14/02/2026 23:04;14/02/2026 23:19;14/02/2026 23:49;68000;30000;0;0;4;Số 164 Nguyễn Huệ, Phú Nhuận, TP.HCM
OD10231;US10631;ME10051;US10296;NULL;14/02/2026 17:10;14/02/2026 17:25;14/02/2026 17:55;201000;35000;0;0;4;Số 134 Nguyễn Huệ, Phú Nhuận, TP.HCM
OD10232;US10518;ME10021;US10301;NULL;15/02/2026 18:33;15/02/2026 18:48;15/02/2026 19:18;25000;30000;0;0;4;Số 106 Hai Bà Trưng, Quận 5, TP.HCM
OD10233;US10578;ME10033;US10283;NULL;14/02/2026 12:28;14/02/2026 12:43;14/02/2026 13:13;136000;25000;0;0;4;Số 127 Hai Bà Trưng, Gò Vấp, TP.HCM
OD10234;US10452;ME10062;US10276;NULL;16/02/2026 02:48;16/02/2026 03:03;16/02/2026 03:33;204000;15000;0;0;4;Số 190 Điện Biên Phủ, Tân Bình, TP.HCM
OD10235;US10449;ME10115;US10263;NULL;15/02/2026 07:44;15/02/2026 07:59;15/02/2026 08:29;171000;25000;0;0;4;Số 10 Điện Biên Phủ, Gò Vấp, TP.HCM
OD10236;US10817;ME10024;US10169;NULL;21/02/2026 05:46;21/02/2026 06:01;21/02/2026 06:31;114000;20000;0;0;4;Số 169 Nguyễn Huệ, Quận 10, TP.HCM
OD10237;US10351;ME10052;US10298;NULL;20/02/2026 23:54;21/02/2026 00:09;21/02/2026 00:39;132000;15000;0;0;4;Số 126 Võ Văn Kiệt, Gò Vấp, TP.HCM
OD10238;US10747;ME10103;US10261;NULL;20/02/2026 19:47;20/02/2026 20:02;20/02/2026 20:32;116000;30000;0;0;4;Số 163 Võ Văn Kiệt, Quận 1, TP.HCM
OD10239;US10207;ME10102;US10184;NULL;20/02/2026 05:23;20/02/2026 05:38;20/02/2026 06:08;74000;20000;0;0;4;Số 148 Võ Văn Kiệt, Quận 10, TP.HCM
OD10240;US10841;ME10014;US10270;NULL;20/02/2026 19:00;20/02/2026 19:15;20/02/2026 19:45;186000;25000;0;0;4;Số 109 Điện Biên Phủ, Quận 5, TP.HCM
OD10241;US10572;ME10114;US10287;VO10049;18/02/2026 22:19;18/02/2026 22:34;18/02/2026 23:04;104000;35000;0;6000;4;Số 132 Võ Văn Kiệt, Tân Bình, TP.HCM
OD10242;US10503;ME10138;US10285;NULL;22/02/2026 10:09;22/02/2026 10:24;22/02/2026 10:54;70000;35000;0;0;4;Số 137 Hai Bà Trưng, Quận 3, TP.HCM
OD10243;US10768;ME10108;US10186;NULL;17/02/2026 07:09;17/02/2026 07:24;17/02/2026 07:54;159000;35000;0;0;4;Số 170 Lê Lợi, Quận 1, TP.HCM
OD10244;US10561;ME10108;US10215;VO10020;15/02/2026 19:32;15/02/2026 19:47;15/02/2026 20:17;53000;35000;0;8000;4;Số 5 Hai Bà Trưng, Tân Bình, TP.HCM
OD10245;US10873;ME10126;US10298;NULL;15/02/2026 17:07;15/02/2026 17:22;15/02/2026 17:52;96000;25000;0;0;4;Số 91 Lê Lợi, Tân Bình, TP.HCM
OD10246;US10414;ME10062;US10157;NULL;20/02/2026 13:21;20/02/2026 13:36;20/02/2026 14:06;44000;35000;0;0;4;Số 20 Nguyễn Huệ, Bình Thạnh, TP.HCM
OD10247;US10413;ME10114;US10256;NULL;15/02/2026 02:52;15/02/2026 03:07;15/02/2026 03:37;70000;15000;0;0;4;Số 13 Lê Lợi, Quận 5, TP.HCM
OD10248;US10523;ME10090;US10275;VO10011;13/02/2026 20:48;13/02/2026 21:03;13/02/2026 21:33;128000;25000;0;17000;4;Số 73 Hai Bà Trưng, Quận 5, TP.HCM
