 Users;;;;;;;;;;;;;
US14540;RO001;01/01/2023 00:00;;;;;;;;;;;
US14541;RO001;01/01/2023 00:00;;;;;;;;;;;
US14542;RO001;01/01/2023 00:00;;;;;;;;;;;
US14543;RO001;01/01/2023 00:00;;;;;;;;;;;
US14544;RO001;01/01/2023 00:00;;;;;;;;;;;
US14545;RO001;01/01/2023 00:00;;;;;;;;;;;
US14546;RO001;01/01/2023 00:00;;;;;;;;;;;
US14547;RO001;01/01/2023 00:00;;;;;;;;;;;
US14548;RO001;01/01/2023 00:00;;;;;;;;;;;
US14549;RO001;01/01/2023 00:00;;;;;;;;;;;
US14550;RO001;01/01/2023 00:00;;;;;;;;;;;
US14551;RO001;01/01/2023 00:00;;;;;;;;;;;
US14552;RO001;01/01/2023 00:00;;;;;;;;;;;
US14553;RO001;01/01/2023 00:00;;;;;;;;;;;
US14554;RO001;01/01/2023 00:00;;;;;;;;;;;
US14555;RO001;01/01/2023 00:00;;;;;;;;;;;
US14556;RO001;01/01/2023 00:00;;;;;;;;;;;
US14557;RO001;01/01/2023 00:00;;;;;;;;;;;
US14558;RO001;01/01/2023 00:00;;;;;;;;;;;
US14559;RO001;01/01/2023 00:00;;;;;;;;;;;
US14560;RO001;01/01/2023 00:00;;;;;;;;;;;
US14561;RO001;01/01/2023 00:00;;;;;;;;;;;
US14562;RO001;01/01/2023 00:00;;;;;;;;;;;
US14563;RO001;01/01/2023 00:00;;;;;;;;;;;
US14564;RO001;01/01/2023 00:00;;;;;;;;;;;
US14565;RO001;01/01/2023 00:00;;;;;;;;;;;
US14566;RO001;01/01/2023 00:00;;;;;;;;;;;
US14567;RO001;01/01/2023 00:00;;;;;;;;;;;
US14568;RO001;01/01/2023 00:00;;;;;;;;;;;
US14569;RO001;01/01/2023 00:00;;;;;;;;;;;
US14570;RO001;01/01/2023 00:00;;;;;;;;;;;
US14571;RO001;01/01/2023 00:00;;;;;;;;;;;
US14572;RO001;01/01/2023 00:00;;;;;;;;;;;
US14573;RO001;01/01/2023 00:00;;;;;;;;;;;
US14574;RO001;01/01/2023 00:00;;;;;;;;;;;
US14575;RO001;01/01/2023 00:00;;;;;;;;;;;
US14576;RO001;01/01/2023 00:00;;;;;;;;;;;
US14577;RO001;01/01/2023 00:00;;;;;;;;;;;
US14578;RO001;01/01/2023 00:00;;;;;;;;;;;
US14579;RO001;01/01/2023 00:00;;;;;;;;;;;
US14580;RO001;01/01/2023 00:00;;;;;;;;;;;
US14581;RO001;01/01/2023 00:00;;;;;;;;;;;
US14582;RO001;01/01/2023 00:00;;;;;;;;;;;
US14583;RO001;01/01/2023 00:00;;;;;;;;;;;
US14584;RO001;01/01/2023 00:00;;;;;;;;;;;
US14585;RO001;01/01/2023 00:00;;;;;;;;;;;
US14586;RO001;01/01/2023 00:00;;;;;;;;;;;
US14587;RO001;01/01/2023 00:00;;;;;;;;;;;
US14588;RO001;01/01/2023 00:00;;;;;;;;;;;
US14589;RO001;01/01/2023 00:00;;;;;;;;;;;
US14590;RO001;01/01/2023 00:00;;;;;;;;;;;
US14591;RO001;01/01/2023 00:00;;;;;;;;;;;
US14592;RO001;01/01/2023 00:00;;;;;;;;;;;
US14593;RO001;01/01/2023 00:00;;;;;;;;;;;
US14594;RO001;01/01/2023 00:00;;;;;;;;;;;
US14595;RO001;01/01/2023 00:00;;;;;;;;;;;
US14596;RO001;01/01/2023 00:00;;;;;;;;;;;
US14597;RO001;01/01/2023 00:00;;;;;;;;;;;
US14598;RO001;01/01/2023 00:00;;;;;;;;;;;
US14599;RO001;01/01/2023 00:00;;;;;;;;;;;
US14600;RO001;01/01/2023 00:00;;;;;;;;;;;
US14601;RO001;01/01/2023 00:00;;;;;;;;;;;
US14602;RO001;01/01/2023 00:00;;;;;;;;;;;
US14603;RO001;01/01/2023 00:00;;;;;;;;;;;
US14604;RO001;01/01/2023 00:00;;;;;;;;;;;
US14605;RO001;01/01/2023 00:00;;;;;;;;;;;
US14606;RO001;01/01/2023 00:00;;;;;;;;;;;
US14607;RO001;01/01/2023 00:00;;;;;;;;;;;
US14608;RO001;01/01/2023 00:00;;;;;;;;;;;
US14609;RO001;01/01/2023 00:00;;;;;;;;;;;
US14610;RO001;01/01/2023 00:00;;;;;;;;;;;
US14611;RO001;01/01/2023 00:00;;;;;;;;;;;
US14612;RO001;01/01/2023 00:00;;;;;;;;;;;
US14613;RO001;01/01/2023 00:00;;;;;;;;;;;
US14614;RO001;01/01/2023 00:00;;;;;;;;;;;
US14615;RO001;01/01/2023 00:00;;;;;;;;;;;
US14616;RO001;01/01/2023 00:00;;;;;;;;;;;
US14617;RO001;01/01/2023 00:00;;;;;;;;;;;
US14618;RO001;01/01/2023 00:00;;;;;;;;;;;
US14619;RO001;01/01/2023 00:00;;;;;;;;;;;
US14620;RO001;01/01/2023 00:00;;;;;;;;;;;
US14621;RO001;01/01/2023 00:00;;;;;;;;;;;
US14622;RO001;01/01/2023 00:00;;;;;;;;;;;
US14623;RO001;01/01/2023 00:00;;;;;;;;;;;
US14624;RO001;01/01/2023 00:00;;;;;;;;;;;
US14625;RO001;01/01/2023 00:00;;;;;;;;;;;
US14626;RO001;01/01/2023 00:00;;;;;;;;;;;
US14627;RO001;01/01/2023 00:00;;;;;;;;;;;
US14628;RO001;01/01/2023 00:00;;;;;;;;;;;
US14629;RO001;01/01/2023 00:00;;;;;;;;;;;
US14630;RO001;01/01/2023 00:00;;;;;;;;;;;
US14631;RO001;01/01/2023 00:00;;;;;;;;;;;
US14632;RO001;01/01/2023 00:00;;;;;;;;;;;
US14633;RO001;01/01/2023 00:00;;;;;;;;;;;
US14634;RO001;01/01/2023 00:00;;;;;;;;;;;
US14635;RO001;01/01/2023 00:00;;;;;;;;;;;
US14636;RO001;01/01/2023 00:00;;;;;;;;;;;
US14637;RO001;01/01/2023 00:00;;;;;;;;;;;
US14638;RO001;01/01/2023 00:00;;;;;;;;;;;
US14639;RO001;01/01/2023 00:00;;;;;;;;;;;
US14640;RO001;01/01/2023 00:00;;;;;;;;;;;
US14641;RO001;01/01/2023 00:00;;;;;;;;;;;
US14642;RO001;01/01/2023 00:00;;;;;;;;;;;
US14643;RO001;01/01/2023 00:00;;;;;;;;;;;
US14644;RO001;01/01/2023 00:00;;;;;;;;;;;
US14645;RO001;01/01/2023 00:00;;;;;;;;;;;
US14646;RO001;01/01/2023 00:00;;;;;;;;;;;
US14647;RO001;01/01/2023 00:00;;;;;;;;;;;
US14648;RO001;01/01/2023 00:00;;;;;;;;;;;
US14649;RO001;01/01/2023 00:00;;;;;;;;;;;
US14650;RO001;01/01/2023 00:00;;;;;;;;;;;
US14651;RO001;01/01/2023 00:00;;;;;;;;;;;
US14652;RO001;01/01/2023 00:00;;;;;;;;;;;
US14653;RO001;01/01/2023 00:00;;;;;;;;;;;
US14654;RO001;01/01/2023 00:00;;;;;;;;;;;
US14655;RO001;01/01/2023 00:00;;;;;;;;;;;
US14656;RO001;01/01/2023 00:00;;;;;;;;;;;
US14657;RO001;01/01/2023 00:00;;;;;;;;;;;
US14658;RO001;01/01/2023 00:00;;;;;;;;;;;
US14659;RO001;01/01/2023 00:00;;;;;;;;;;;
US14660;RO001;01/01/2023 00:00;;;;;;;;;;;
US14661;RO001;01/01/2023 00:00;;;;;;;;;;;
US14662;RO001;01/01/2023 00:00;;;;;;;;;;;
US14663;RO001;01/01/2023 00:00;;;;;;;;;;;
US14664;RO001;01/01/2023 00:00;;;;;;;;;;;
US14665;RO001;01/01/2023 00:00;;;;;;;;;;;
US14666;RO001;01/01/2023 00:00;;;;;;;;;;;
US14667;RO001;01/01/2023 00:00;;;;;;;;;;;
US14668;RO001;01/01/2023 00:00;;;;;;;;;;;
US14669;RO001;01/01/2023 00:00;;;;;;;;;;;
US14670;RO001;01/01/2023 00:00;;;;;;;;;;;
US14671;RO001;01/01/2023 00:00;;;;;;;;;;;
US14672;RO001;01/01/2023 00:00;;;;;;;;;;;
US14673;RO001;01/01/2023 00:00;;;;;;;;;;;
US14674;RO001;01/01/2023 00:00;;;;;;;;;;;
US14675;RO001;01/01/2023 00:00;;;;;;;;;;;
US14676;RO001;01/01/2023 00:00;;;;;;;;;;;
US14677;RO001;01/01/2023 00:00;;;;;;;;;;;
US14678;RO001;01/01/2023 00:00;;;;;;;;;;;
US14679;RO001;01/01/2023 00:00;;;;;;;;;;;
US14680;RO001;01/01/2023 00:00;;;;;;;;;;;
US14681;RO001;01/01/2023 00:00;;;;;;;;;;;
US14682;RO001;01/01/2023 00:00;;;;;;;;;;;
US14683;RO001;01/01/2023 00:00;;;;;;;;;;;
US14684;RO001;01/01/2023 00:00;;;;;;;;;;;
US14685;RO001;01/01/2023 00:00;;;;;;;;;;;
US14686;RO001;01/01/2023 00:00;;;;;;;;;;;
US14687;RO001;01/01/2023 00:00;;;;;;;;;;;
US14688;RO001;01/01/2023 00:00;;;;;;;;;;;
US14689;RO001;01/01/2023 00:00;;;;;;;;;;;
US14690;RO001;01/01/2023 00:00;;;;;;;;;;;
US14691;RO001;01/01/2023 00:00;;;;;;;;;;;
US14692;RO001;01/01/2023 00:00;;;;;;;;;;;
US14693;RO001;01/01/2023 00:00;;;;;;;;;;;
US14694;RO001;01/01/2023 00:00;;;;;;;;;;;
US14695;RO001;01/01/2023 00:00;;;;;;;;;;;
US14696;RO001;01/01/2023 00:00;;;;;;;;;;;
US14697;RO001;01/01/2023 00:00;;;;;;;;;;;
US14698;RO001;01/01/2023 00:00;;;;;;;;;;;
US14699;RO001;01/01/2023 00:00;;;;;;;;;;;
US14700;RO001;01/01/2023 00:00;;;;;;;;;;;
US14701;RO001;01/01/2023 00:00;;;;;;;;;;;
US14702;RO001;01/01/2023 00:00;;;;;;;;;;;
US14703;RO001;01/01/2023 00:00;;;;;;;;;;;
US14704;RO001;01/01/2023 00:00;;;;;;;;;;;
US14705;RO001;01/01/2023 00:00;;;;;;;;;;;
US14706;RO001;01/01/2023 00:00;;;;;;;;;;;
US14707;RO001;01/01/2023 00:00;;;;;;;;;;;
US14708;RO001;01/01/2023 00:00;;;;;;;;;;;
US14709;RO001;01/01/2023 00:00;;;;;;;;;;;
US14710;RO001;01/01/2023 00:00;;;;;;;;;;;
US14711;RO001;01/01/2023 00:00;;;;;;;;;;;
US14712;RO001;01/01/2023 00:00;;;;;;;;;;;
US14713;RO001;01/01/2023 00:00;;;;;;;;;;;
US14714;RO001;01/01/2023 00:00;;;;;;;;;;;
US14715;RO001;01/01/2023 00:00;;;;;;;;;;;
US14716;RO001;01/01/2023 00:00;;;;;;;;;;;
US14717;RO001;01/01/2023 00:00;;;;;;;;;;;
US14718;RO001;01/01/2023 00:00;;;;;;;;;;;
US14719;RO001;01/01/2023 00:00;;;;;;;;;;;
US14720;RO001;01/01/2023 00:00;;;;;;;;;;;
US14721;RO001;01/01/2023 00:00;;;;;;;;;;;
US14722;RO001;01/01/2023 00:00;;;;;;;;;;;
US14723;RO001;01/01/2023 00:00;;;;;;;;;;;
US14724;RO001;01/01/2023 00:00;;;;;;;;;;;
US14725;RO001;01/01/2023 00:00;;;;;;;;;;;
US14726;RO001;01/01/2023 00:00;;;;;;;;;;;
US14727;RO001;01/01/2023 00:00;;;;;;;;;;;
US14728;RO001;01/01/2023 00:00;;;;;;;;;;;
US14729;RO001;01/01/2023 00:00;;;;;;;;;;;
US14730;RO001;01/01/2023 00:00;;;;;;;;;;;
US14731;RO001;01/01/2023 00:00;;;;;;;;;;;
US14732;RO001;01/01/2023 00:00;;;;;;;;;;;
US14733;RO001;01/01/2023 00:00;;;;;;;;;;;
US14734;RO001;01/01/2023 00:00;;;;;;;;;;;
US14735;RO001;01/01/2023 00:00;;;;;;;;;;;
US14736;RO001;01/01/2023 00:00;;;;;;;;;;;
US14737;RO001;01/01/2023 00:00;;;;;;;;;;;
US14738;RO001;01/01/2023 00:00;;;;;;;;;;;
US14739;RO001;01/01/2023 00:00;;;;;;;;;;;
US14740;RO001;01/01/2023 00:00;;;;;;;;;;;
US14741;RO001;01/01/2023 00:00;;;;;;;;;;;
US14742;RO001;01/01/2023 00:00;;;;;;;;;;;
US14743;RO001;01/01/2023 00:00;;;;;;;;;;;
US14744;RO001;01/01/2023 00:00;;;;;;;;;;;
US14745;RO001;01/01/2023 00:00;;;;;;;;;;;
US14746;RO001;01/01/2023 00:00;;;;;;;;;;;
US14747;RO001;01/01/2023 00:00;;;;;;;;;;;
US14748;RO001;01/01/2023 00:00;;;;;;;;;;;
US14749;RO001;01/01/2023 00:00;;;;;;;;;;;
US14750;RO001;01/01/2023 00:00;;;;;;;;;;;
US14751;RO001;01/01/2023 00:00;;;;;;;;;;;
US14752;RO001;01/01/2023 00:00;;;;;;;;;;;
US14753;RO001;01/01/2023 00:00;;;;;;;;;;;
US14754;RO001;01/01/2023 00:00;;;;;;;;;;;
US14755;RO001;01/01/2023 00:00;;;;;;;;;;;
US14756;RO001;01/01/2023 00:00;;;;;;;;;;;
US14757;RO001;01/01/2023 00:00;;;;;;;;;;;
US14758;RO001;01/01/2023 00:00;;;;;;;;;;;
US14759;RO001;01/01/2023 00:00;;;;;;;;;;;
US14760;RO001;01/01/2023 00:00;;;;;;;;;;;
US14761;RO001;01/01/2023 00:00;;;;;;;;;;;
US14762;RO001;01/01/2023 00:00;;;;;;;;;;;
US14763;RO001;01/01/2023 00:00;;;;;;;;;;;
US14764;RO001;01/01/2023 00:00;;;;;;;;;;;
US14765;RO001;01/01/2023 00:00;;;;;;;;;;;
US14766;RO001;01/01/2023 00:00;;;;;;;;;;;
US14767;RO001;01/01/2023 00:00;;;;;;;;;;;
US14768;RO001;01/01/2023 00:00;;;;;;;;;;;
US14769;RO001;01/01/2023 00:00;;;;;;;;;;;
US14770;RO001;01/01/2023 00:00;;;;;;;;;;;
US14771;RO001;01/01/2023 00:00;;;;;;;;;;;
US14772;RO001;01/01/2023 00:00;;;;;;;;;;;
US14773;RO001;01/01/2023 00:00;;;;;;;;;;;
US14774;RO001;01/01/2023 00:00;;;;;;;;;;;
US14775;RO001;01/01/2023 00:00;;;;;;;;;;;
US14776;RO001;01/01/2023 00:00;;;;;;;;;;;
US14777;RO001;01/01/2023 00:00;;;;;;;;;;;
US14778;RO001;01/01/2023 00:00;;;;;;;;;;;
US14779;RO001;01/01/2023 00:00;;;;;;;;;;;
US14780;RO001;01/01/2023 00:00;;;;;;;;;;;
US14781;RO001;01/01/2023 00:00;;;;;;;;;;;
US14782;RO001;01/01/2023 00:00;;;;;;;;;;;
US14783;RO001;01/01/2023 00:00;;;;;;;;;;;
US14784;RO001;01/01/2023 00:00;;;;;;;;;;;
US14785;RO001;01/01/2023 00:00;;;;;;;;;;;
US14786;RO001;01/01/2023 00:00;;;;;;;;;;;
US14787;RO001;01/01/2023 00:00;;;;;;;;;;;
US14788;RO001;01/01/2023 00:00;;;;;;;;;;;
US14789;RO001;01/01/2023 00:00;;;;;;;;;;;
US14790;RO001;01/01/2023 00:00;;;;;;;;;;;
US14791;RO001;01/01/2023 00:00;;;;;;;;;;;
US14792;RO001;01/01/2023 00:00;;;;;;;;;;;
US14793;RO001;01/01/2023 00:00;;;;;;;;;;;
US14794;RO001;01/01/2023 00:00;;;;;;;;;;;
US14795;RO001;01/01/2023 00:00;;;;;;;;;;;
US14796;RO001;01/01/2023 00:00;;;;;;;;;;;
US14797;RO001;01/01/2023 00:00;;;;;;;;;;;
US14798;RO001;01/01/2023 00:00;;;;;;;;;;;
US14799;RO001;01/01/2023 00:00;;;;;;;;;;;
US14800;RO001;01/01/2023 00:00;;;;;;;;;;;
US14801;RO001;01/01/2023 00:00;;;;;;;;;;;
US14802;RO001;01/01/2023 00:00;;;;;;;;;;;
US14803;RO001;01/01/2023 00:00;;;;;;;;;;;
US14804;RO001;01/01/2023 00:00;;;;;;;;;;;
US14805;RO001;01/01/2023 00:00;;;;;;;;;;;
US14806;RO001;01/01/2023 00:00;;;;;;;;;;;
US14807;RO001;01/01/2023 00:00;;;;;;;;;;;
US14808;RO001;01/01/2023 00:00;;;;;;;;;;;
US14809;RO001;01/01/2023 00:00;;;;;;;;;;;
US14810;RO001;01/01/2023 00:00;;;;;;;;;;;
US14811;RO001;01/01/2023 00:00;;;;;;;;;;;
US14812;RO001;01/01/2023 00:00;;;;;;;;;;;
US14813;RO001;01/01/2023 00:00;;;;;;;;;;;
US14814;RO001;01/01/2023 00:00;;;;;;;;;;;
US14815;RO001;01/01/2023 00:00;;;;;;;;;;;
US14816;RO001;01/01/2023 00:00;;;;;;;;;;;
US14817;RO001;01/01/2023 00:00;;;;;;;;;;;
US14818;RO001;01/01/2023 00:00;;;;;;;;;;;
US14819;RO001;01/01/2023 00:00;;;;;;;;;;;
US14820;RO001;01/01/2023 00:00;;;;;;;;;;;
US14821;RO001;01/01/2023 00:00;;;;;;;;;;;
US14822;RO001;01/01/2023 00:00;;;;;;;;;;;
US14823;RO001;01/01/2023 00:00;;;;;;;;;;;
US14824;RO001;01/01/2023 00:00;;;;;;;;;;;
US14825;RO001;01/01/2023 00:00;;;;;;;;;;;
US14826;RO001;01/01/2023 00:00;;;;;;;;;;;
US14827;RO001;01/01/2023 00:00;;;;;;;;;;;
US14828;RO001;01/01/2023 00:00;;;;;;;;;;;
US14829;RO001;01/01/2023 00:00;;;;;;;;;;;
US14830;RO001;01/01/2023 00:00;;;;;;;;;;;
US14831;RO001;01/01/2023 00:00;;;;;;;;;;;
US14832;RO001;01/01/2023 00:00;;;;;;;;;;;
US14833;RO001;01/01/2023 00:00;;;;;;;;;;;
US14834;RO001;01/01/2023 00:00;;;;;;;;;;;
US14835;RO001;01/01/2023 00:00;;;;;;;;;;;
US14836;RO001;01/01/2023 00:00;;;;;;;;;;;
US14837;RO001;01/01/2023 00:00;;;;;;;;;;;
US14838;RO001;01/01/2023 00:00;;;;;;;;;;;
US14839;RO001;01/01/2023 00:00;;;;;;;;;;;
US14840;RO001;01/01/2023 00:00;;;;;;;;;;;
US14841;RO001;01/01/2023 00:00;;;;;;;;;;;
US14842;RO001;01/01/2023 00:00;;;;;;;;;;;
US14843;RO001;01/01/2023 00:00;;;;;;;;;;;
US14844;RO001;01/01/2023 00:00;;;;;;;;;;;
US14845;RO001;01/01/2023 00:00;;;;;;;;;;;
US14846;RO001;01/01/2023 00:00;;;;;;;;;;;
US14847;RO001;01/01/2023 00:00;;;;;;;;;;;
US14848;RO001;01/01/2023 00:00;;;;;;;;;;;
US14849;RO001;01/01/2023 00:00;;;;;;;;;;;
US14850;RO001;01/01/2023 00:00;;;;;;;;;;;
US14851;RO001;01/01/2023 00:00;;;;;;;;;;;
US14852;RO001;01/01/2023 00:00;;;;;;;;;;;
US14853;RO001;01/01/2023 00:00;;;;;;;;;;;
US14854;RO001;01/01/2023 00:00;;;;;;;;;;;
US14855;RO001;01/01/2023 00:00;;;;;;;;;;;
US14856;RO001;01/01/2023 00:00;;;;;;;;;;;
US14857;RO001;01/01/2023 00:00;;;;;;;;;;;
US14858;RO001;01/01/2023 00:00;;;;;;;;;;;
US14859;RO001;01/01/2023 00:00;;;;;;;;;;;
US14860;RO001;01/01/2023 00:00;;;;;;;;;;;
US14861;RO001;01/01/2023 00:00;;;;;;;;;;;
US14862;RO001;01/01/2023 00:00;;;;;;;;;;;
US14863;RO001;01/01/2023 00:00;;;;;;;;;;;
US14864;RO001;01/01/2023 00:00;;;;;;;;;;;
US14865;RO001;01/01/2023 00:00;;;;;;;;;;;
US14866;RO001;01/01/2023 00:00;;;;;;;;;;;
US14867;RO001;01/01/2023 00:00;;;;;;;;;;;
US14868;RO001;01/01/2023 00:00;;;;;;;;;;;
US14869;RO001;01/01/2023 00:00;;;;;;;;;;;
US14870;RO001;01/01/2023 00:00;;;;;;;;;;;
US14871;RO001;01/01/2023 00:00;;;;;;;;;;;
US14872;RO001;01/01/2023 00:00;;;;;;;;;;;
US14873;RO001;01/01/2023 00:00;;;;;;;;;;;
US14874;RO001;01/01/2023 00:00;;;;;;;;;;;
US14875;RO001;01/01/2023 00:00;;;;;;;;;;;
US14876;RO001;01/01/2023 00:00;;;;;;;;;;;
US14877;RO001;01/01/2023 00:00;;;;;;;;;;;
US14878;RO001;01/01/2023 00:00;;;;;;;;;;;
US14879;RO001;01/01/2023 00:00;;;;;;;;;;;
US14880;RO001;01/01/2023 00:00;;;;;;;;;;;
US14881;RO001;01/01/2023 00:00;;;;;;;;;;;
US14882;RO001;01/01/2023 00:00;;;;;;;;;;;
US14883;RO001;01/01/2023 00:00;;;;;;;;;;;
US14884;RO001;01/01/2023 00:00;;;;;;;;;;;
US14885;RO001;01/01/2023 00:00;;;;;;;;;;;
US14886;RO001;01/01/2023 00:00;;;;;;;;;;;
US14887;RO001;01/01/2023 00:00;;;;;;;;;;;
US14888;RO001;01/01/2023 00:00;;;;;;;;;;;
US14889;RO001;01/01/2023 00:00;;;;;;;;;;;
US14890;RO001;01/01/2023 00:00;;;;;;;;;;;
US14891;RO001;01/01/2023 00:00;;;;;;;;;;;
US14892;RO001;01/01/2023 00:00;;;;;;;;;;;
US14893;RO001;01/01/2023 00:00;;;;;;;;;;;
US14894;RO001;01/01/2023 00:00;;;;;;;;;;;
US14895;RO001;01/01/2023 00:00;;;;;;;;;;;
US14896;RO001;01/01/2023 00:00;;;;;;;;;;;
US14897;RO001;01/01/2023 00:00;;;;;;;;;;;
US14898;RO001;01/01/2023 00:00;;;;;;;;;;;
US14899;RO001;01/01/2023 00:00;;;;;;;;;;;
US14900;RO001;01/01/2023 00:00;;;;;;;;;;;
US14901;RO001;01/01/2023 00:00;;;;;;;;;;;
US14902;RO001;01/01/2023 00:00;;;;;;;;;;;
US14903;RO001;01/01/2023 00:00;;;;;;;;;;;
US14904;RO001;01/01/2023 00:00;;;;;;;;;;;
US14905;RO001;01/01/2023 00:00;;;;;;;;;;;
US14906;RO001;01/01/2023 00:00;;;;;;;;;;;
US14907;RO001;01/01/2023 00:00;;;;;;;;;;;
US14908;RO001;01/01/2023 00:00;;;;;;;;;;;
US14909;RO001;01/01/2023 00:00;;;;;;;;;;;
US14910;RO001;01/01/2023 00:00;;;;;;;;;;;
US14911;RO001;01/01/2023 00:00;;;;;;;;;;;
US14912;RO001;01/01/2023 00:00;;;;;;;;;;;
US14913;RO001;01/01/2023 00:00;;;;;;;;;;;
US14914;RO001;01/01/2023 00:00;;;;;;;;;;;
US14915;RO001;01/01/2023 00:00;;;;;;;;;;;
US14916;RO001;01/01/2023 00:00;;;;;;;;;;;
US14917;RO001;01/01/2023 00:00;;;;;;;;;;;
US14918;RO001;01/01/2023 00:00;;;;;;;;;;;
US14919;RO001;01/01/2023 00:00;;;;;;;;;;;
US14920;RO001;01/01/2023 00:00;;;;;;;;;;;
US14921;RO001;01/01/2023 00:00;;;;;;;;;;;
US14922;RO001;01/01/2023 00:00;;;;;;;;;;;
US14923;RO001;01/01/2023 00:00;;;;;;;;;;;
US14924;RO001;01/01/2023 00:00;;;;;;;;;;;
US14925;RO001;01/01/2023 00:00;;;;;;;;;;;
US14926;RO001;01/01/2023 00:00;;;;;;;;;;;
US14927;RO001;01/01/2023 00:00;;;;;;;;;;;
US14928;RO001;01/01/2023 00:00;;;;;;;;;;;
US14929;RO001;01/01/2023 00:00;;;;;;;;;;;
US14930;RO001;01/01/2023 00:00;;;;;;;;;;;
US14931;RO001;01/01/2023 00:00;;;;;;;;;;;
US14932;RO001;01/01/2023 00:00;;;;;;;;;;;
US14933;RO001;01/01/2023 00:00;;;;;;;;;;;
US14934;RO001;01/01/2023 00:00;;;;;;;;;;;
US14935;RO001;01/01/2023 00:00;;;;;;;;;;;
US14936;RO001;01/01/2023 00:00;;;;;;;;;;;
US14937;RO001;01/01/2023 00:00;;;;;;;;;;;
US14938;RO001;01/01/2023 00:00;;;;;;;;;;;
US14939;RO001;01/01/2023 00:00;;;;;;;;;;;
US14940;RO001;01/01/2023 00:00;;;;;;;;;;;
US14941;RO001;01/01/2023 00:00;;;;;;;;;;;
US14942;RO001;01/01/2023 00:00;;;;;;;;;;;
US14943;RO001;01/01/2023 00:00;;;;;;;;;;;
US14944;RO001;01/01/2023 00:00;;;;;;;;;;;
US14945;RO001;01/01/2023 00:00;;;;;;;;;;;
US14946;RO001;01/01/2023 00:00;;;;;;;;;;;
US14947;RO001;01/01/2023 00:00;;;;;;;;;;;
US14948;RO001;01/01/2023 00:00;;;;;;;;;;;
US14949;RO001;01/01/2023 00:00;;;;;;;;;;;
US14950;RO001;01/01/2023 00:00;;;;;;;;;;;
US14951;RO001;01/01/2023 00:00;;;;;;;;;;;
US14952;RO001;01/01/2023 00:00;;;;;;;;;;;
US14953;RO001;01/01/2023 00:00;;;;;;;;;;;
US14954;RO001;01/01/2023 00:00;;;;;;;;;;;
US14955;RO001;01/01/2023 00:00;;;;;;;;;;;
US14956;RO001;01/01/2023 00:00;;;;;;;;;;;
US14957;RO001;01/01/2023 00:00;;;;;;;;;;;
US14958;RO001;01/01/2023 00:00;;;;;;;;;;;
US14959;RO001;01/01/2023 00:00;;;;;;;;;;;
US14960;RO001;01/01/2023 00:00;;;;;;;;;;;
US14961;RO001;01/01/2023 00:00;;;;;;;;;;;
US14962;RO001;01/01/2023 00:00;;;;;;;;;;;
US14963;RO001;01/01/2023 00:00;;;;;;;;;;;
US14964;RO001;01/01/2023 00:00;;;;;;;;;;;
US14965;RO001;01/01/2023 00:00;;;;;;;;;;;
US14966;RO001;01/01/2023 00:00;;;;;;;;;;;
US14967;RO001;01/01/2023 00:00;;;;;;;;;;;
US14968;RO001;01/01/2023 00:00;;;;;;;;;;;
US14969;RO001;01/01/2023 00:00;;;;;;;;;;;
US14970;RO001;01/01/2023 00:00;;;;;;;;;;;
US14971;RO001;01/01/2023 00:00;;;;;;;;;;;
US14972;RO001;01/01/2023 00:00;;;;;;;;;;;
US14973;RO001;01/01/2023 00:00;;;;;;;;;;;
US14974;RO001;01/01/2023 00:00;;;;;;;;;;;
US14975;RO001;01/01/2023 00:00;;;;;;;;;;;
US14976;RO001;01/01/2023 00:00;;;;;;;;;;;
US14977;RO001;01/01/2023 00:00;;;;;;;;;;;
US14978;RO001;01/01/2023 00:00;;;;;;;;;;;
US14979;RO001;01/01/2023 00:00;;;;;;;;;;;
US14980;RO001;01/01/2023 00:00;;;;;;;;;;;
US14981;RO001;01/01/2023 00:00;;;;;;;;;;;
US14982;RO001;01/01/2023 00:00;;;;;;;;;;;
US14983;RO001;01/01/2023 00:00;;;;;;;;;;;
US14984;RO001;01/01/2023 00:00;;;;;;;;;;;
US14985;RO001;01/01/2023 00:00;;;;;;;;;;;
US14986;RO001;01/01/2023 00:00;;;;;;;;;;;
US14987;RO001;01/01/2023 00:00;;;;;;;;;;;
US14988;RO001;01/01/2023 00:00;;;;;;;;;;;
US14989;RO001;01/01/2023 00:00;;;;;;;;;;;
US14990;RO001;01/01/2023 00:00;;;;;;;;;;;
US14991;RO001;01/01/2023 00:00;;;;;;;;;;;
US14992;RO001;01/01/2023 00:00;;;;;;;;;;;
US14993;RO001;01/01/2023 00:00;;;;;;;;;;;
US14994;RO001;01/01/2023 00:00;;;;;;;;;;;
US14995;RO001;01/01/2023 00:00;;;;;;;;;;;
US14996;RO001;01/01/2023 00:00;;;;;;;;;;;
US14997;RO001;01/01/2023 00:00;;;;;;;;;;;
US14998;RO001;01/01/2023 00:00;;;;;;;;;;;
US14999;RO001;01/01/2023 00:00;;;;;;;;;;;
US15000;RO001;01/01/2023 00:00;;;;;;;;;;;
US15001;RO001;01/01/2023 00:00;;;;;;;;;;;
US15002;RO001;01/01/2023 00:00;;;;;;;;;;;
US15003;RO001;01/01/2023 00:00;;;;;;;;;;;
US15004;RO001;01/01/2023 00:00;;;;;;;;;;;
US15005;RO001;01/01/2023 00:00;;;;;;;;;;;
